IsSender,StrContent,StrTime,keywords,emoji
1,是他女朋友出事了他要回去陪,2024-10-15 12:30:36,"女朋友, 出事, 回去, 陪",
0,结婚呗,2024-10-15 12:30:40,结婚,
1,试都不考了，直接补考,2024-10-15 12:30:56,"试都, 不考, 补考",
0,好好好,2024-10-15 12:31:15,好好,
0,纯爱战神,2024-10-15 12:31:22,"纯爱, 战神",
1,[旺柴][旺柴],2024-10-15 12:32:22,,"[旺柴], [旺柴]"
0,你怎么知道我是纯爱战士,2024-10-15 12:32:25,"纯爱, 战士",
1,不是你和我吃完饭谈恋爱观到10点吗,2024-10-15 12:34:07,"吃完饭, 谈恋爱, 观到",
0,好好好,2024-10-15 12:34:34,好好,
0,那你是花心大萝卜,2024-10-15 12:34:45,"花心, 大萝卜",
0,三分钟热度,2024-10-15 12:34:54,"三分钟, 热度",
0,[旺柴],2024-10-15 12:36:01,,[旺柴]
1,三分钟热度我认证,2024-10-15 12:47:39,"三分钟, 热度, 认证",
0,感冒了,2024-10-15 17:34:05,感冒,
0,笑死,2024-10-15 17:34:09,笑死,
0,和我的头像完全一致了,2024-10-15 17:34:33,"头像, 完全一致",
0,中国玄学大胜利,2024-10-15 17:34:46,"中国, 玄学, 胜利",
1,积劳成疾,2024-10-15 19:02:50,积劳成疾,
1,多吃维生素,2024-10-15 19:02:54,"吃, 维生素",
0,你撤回了一条消息,2024-10-15 19:07:20,撤回,
1,我早八点上到晚七,2024-10-15 19:07:32,"早, 八点, 上到, 晚七",
0,辛苦,2024-10-15 19:44:19,辛苦,
0,刚吃饭去了,2024-10-15 19:44:27,吃,
0,我也是七点下课,2024-10-15 19:44:38,"七点, 下课",
0,卢森堡房子太难找了,2024-10-15 19:44:58,"卢森堡, 房子, 太难, 找",
0,"""范艺佳"" 撤回了一条消息",2024-10-15 19:45:08,"范艺佳, 撤回",
1,我正在吃,2024-10-15 19:45:29,吃,
1,昨天的kebab,2024-10-15 19:45:33,kebab,
0,刚吃完,2024-10-15 19:46:09,吃,
0,感觉一个月都不想吃了,2024-10-15 19:46:24,"一个月, 不想, 吃",
0,太腻了,2024-10-15 19:46:29,太腻,
1,早跟你说了taco腻,2024-10-15 19:46:55,"早, taco, 腻",
1,还是吃带蔬菜的好,2024-10-15 19:47:33,"吃, 带, 蔬菜",
0,牙齿不好,2024-10-15 19:47:48,"牙齿, 不好",
1,kebab不硬,2024-10-15 19:48:04,"kebab, 不硬",
1,我也不吃硬的,2024-10-15 19:48:10,"不吃, 硬",
0,好好好,2024-10-15 19:49:33,好好,
0,我的牙齿做过几个根管,2024-10-15 19:50:02,"牙齿, 做过, 根管",
0,羡慕你们牙口好的人,2024-10-15 19:50:16,"羡慕, 牙口",
1,为什么牙不好,2024-10-15 19:50:57,"牙, 不好",
1,什么吃多了,2024-10-15 19:51:06,吃,
0,我以前做过矫正,2024-10-15 19:51:27,"做过, 矫正",
0,结果失败了,2024-10-15 19:51:44,失败,
0,初中是牙套妹啦,2024-10-15 19:52:20,"初中, 牙, 套妹",
1,医疗事故吗,2024-10-15 19:52:29,医疗事故,
0,然后就脱矿补了6-7个,2024-10-15 19:52:55,"脱, 矿补",
0,做了4个根管,2024-10-15 19:53:10,根管,
1,我去，所以你有好多假牙,2024-10-15 19:53:26,假牙,
0,都是真的，只不过有的没有牙神经,2024-10-15 19:54:39,"真的, 只不过, 牙, 神经",
1,了解了,2024-10-15 19:55:11,了解,
1,我朋友有牙坏了没钱治的，太贵了,2024-10-15 19:55:31,"朋友, 有牙坏, 没钱治, 太贵",
0,不过有一颗银色的,2024-10-15 19:55:32,"一颗, 银色",
0,真的很贵,2024-10-15 19:55:42,"真的, 贵",
1,多来几颗金属牙,2024-10-15 19:56:52,"多来, 几颗, 金属, 牙",
0,一个根管就得6000,2024-10-15 19:56:55,根管,
1,你可以当rapper,2024-10-15 19:56:58,rapper,
0,滚啊,2024-10-15 19:57:01,滚,
0,我当女同学历太低，当rapper学历太高,2024-10-15 19:57:38,"我当, 女同, 学历, 太低, rapper, 学历, 太高",
1,你还学历低,2024-10-15 19:57:58,"学历, 低",
0,没读到硕士都不好意思说自己是女同,2024-10-15 19:59:48,"没读, 硕士, 不好意思, 女同",
0,弹吉他去了,2024-10-15 20:00:37,"弹, 吉他",
0,不精神,2024-10-15 21:29:03,精神,
0,唱不出来,2024-10-15 21:29:07,"唱, 出来",
0,很难听,2024-10-15 21:29:12,难听,
0,我在买卸妆水,2024-10-15 21:29:31,"买, 卸妆水",
1,弹唱牛啊,2024-10-15 21:39:32,"弹唱, 牛",
1,我说心态年轻,2024-10-15 21:39:44,"心态, 年轻",
1,学生思维,2024-10-15 21:39:51,"学生, 思维",
0,我是御姐,2024-10-15 21:40:11,御姐,
0,你在干嘛,2024-10-15 21:40:39,干嘛,
1,我也在弹,2024-10-15 21:41:28,弹,
0,不信,2024-10-15 21:41:48,信,
0,除非给我听一下,2024-10-15 21:41:54,听,
0,"""范艺佳"" 撤回了一条消息",2024-10-15 21:41:57,"范艺佳, 撤回",
1,付费订阅,2024-10-15 21:42:39,"付费, 订阅",
0,你有instagram吗,2024-10-15 22:57:25,instagram,
1,不过就是僵尸号,2024-10-15 23:02:52,僵尸,
0,平常不刷in’s的吗,2024-10-15 23:03:24,"平常, 不刷",
0,你都玩啥啊,2024-10-15 23:03:28,玩,
1,ins看不懂,2024-10-15 23:03:42,"ins, 看不懂",
1,小红书吧,2024-10-15 23:03:53,"小红, 书吧",
0,好好好,2024-10-15 23:04:26,好好,
0,加下小红书,2024-10-15 23:04:31,"加下, 小红书",
0,我的小红书被我刷的全是实习推荐,2024-10-15 23:04:46,"小红书, 刷, 全是, 实习, 推荐",
1,https://www.xiaohongshu.com/user/profile/63f6dd9f000000000f013a26?xhsshare=CopyLink&appuid=63f6dd9f000000000f013a26&apptime=1729026425&share_id=c2c7bebf535e4768af6b01dc7271ac16,2024-10-15 23:07:11,"xiaohongshu, user, profile, 63f6dd9f000000000f013a26, xhsshare, CopyLink, appuid, 63f6dd9f000000000f013a26, apptime, share, id, c2c7bebf535e4768af6b01dc7271ac16",
0,不儿,2024-10-15 23:08:35,不儿,
0,哒姐,2024-10-15 23:08:42,姐,
0,你用电脑刷小红书啊,2024-10-15 23:08:51,"电脑, 刷小红书",
1,什么电脑刷小红书,2024-10-15 23:09:06,"电脑, 刷小红书",
0,这是电脑版啊,2024-10-15 23:09:23,"电脑, 版",
0,算了你加我吧,2024-10-15 23:09:27,"算了, 你加",
1,我这是手机版,2024-10-15 23:09:49,"手机, 版",
1,你用手机打开,2024-10-15 23:10:36,手机,
0,我用的平板,2024-10-15 23:11:08,"我用, 平板",
0,没差,2024-10-15 23:11:10,没差,
0,很方便的,2024-10-15 23:11:27,方便,
1,你这名字搜出来是小韩博主,2024-10-15 23:11:57,"名字, 搜, 出来, 韩博主",
0,看头像,2024-10-15 23:12:29,头像,
1,哦找到了,2024-10-15 23:12:30,找到,
0,不儿,2024-10-15 23:13:20,不儿,
0,你这个💦怎么弄的,2024-10-15 23:13:32,怎么弄,
0,还有挂件,2024-10-15 23:13:41,挂件,
0,好高级,2024-10-15 23:13:43,高级,
1,有个养宠物的功能,2024-10-15 23:14:35,"有个, 养, 宠物, 功能",
0,可爱捏,2024-10-15 23:16:08,"可爱, 捏",
0,我的法国同学给我了一个这个糖,2024-10-16 11:07:22,"法国, 同学, 糖",
0,问我好不好吃,2024-10-16 11:07:39,"好不好, 吃",
0,这个味道，跟蜜蜂拉嘴里了一样，我想知道一个本来应该清新口气的violette怎么会这么骚啊，但是我还得😅c’est goût très bon ,2024-10-16 11:09:34,"味道, 蜜蜂, 拉, 嘴里, 清新, 口气, violette, 骚, est, go, tr, bon",
1,法国人厕品,2024-10-16 11:13:13,"法国人, 厕品",
1,包装看着挺精致的,2024-10-16 11:13:21,"包装, 看着, 精致",
0,从来没想到这辈子还能尝到蜜蜂💩味,2024-10-16 11:21:15,"从来, 没想到, 这辈子, 尝到, 蜜蜂, 味",
1,你知道蜜蜂💩什么味,2024-10-16 11:34:16,"蜜蜂, 味",
0,把你的中老年表情包扔远点,2024-10-16 11:45:01,"中老年, 表情, 包, 扔, 远点",
0,Hihi,2024-10-17 09:37:57,Hihi,
0,我想问一下那个共享单车要怎么买卡捏,2024-10-17 09:38:14,"共享, 单车, 买卡, 捏",
0,在网站上吗？还是线下呀,2024-10-17 09:38:32,"网站, 线下",
1,app,2024-10-17 10:03:41,app,
1,velostan,2024-10-17 10:03:44,velostan,
1,天冷了你开始骑自行车了,2024-10-17 10:04:08,"天冷, 骑, 自行车",
0,你带手套过来了吗,2024-10-17 10:19:35,"带, 手套, 过来",
0,我有两套，给你一套,2024-10-17 10:20:14,"两套, 一套",
1,你借给我我会弄丢,2024-10-17 10:32:41,"借给, 我会, 弄, 丢",
1,你通勤到哪,2024-10-17 10:32:51,通勤,
0,送给你,2024-10-17 10:33:00,送给,
0,到车站,2024-10-17 10:33:04,车站,
0,然后看看SNCF有没有月卡可以买从南希到卢森堡,2024-10-17 10:34:06,"看看, SNCF, 有没有, 卡, 买, 南希, 卢森堡",
0,好不想搬家啊,2024-10-17 10:34:19,"不想, 搬家",
1,你从这通勤太远了,2024-10-17 12:06:01,"通勤, 太远",
0,有啥不好意思的，我又不是章鱼哥，带不了那么多手套,2024-10-17 12:08:09,"不好意思, 章鱼, 哥, 带, 不了, 手套",
0,可是搬家真的很麻烦,2024-10-17 12:08:42,"搬家, 真的, 麻烦",
0,而且这里离学校又很近,2024-10-17 12:09:05,"学校, 近",
1,实习你还上课吗,2024-10-17 12:09:21,"实习, 上课",
0,不上课啊,2024-10-17 12:10:35,上课,
1,那离学校近不是没有用了吗,2024-10-17 12:11:42,"那离, 学校, 近",
0,你能把那个app截图发给我看一下吗,2024-10-17 12:11:43,"app, 截图, 发给",
0,我搜出来有好几个,2024-10-17 12:11:43,"搜, 出来, 好几个",
0,其实就是习惯了在一个地方住,2024-10-17 12:12:41,"其实, 习惯, 住",
0,要打破总是需要勇气,2024-10-17 12:12:54,"打破, 总是, 需要, 勇气",
1,你买辆车自驾上班,2024-10-17 12:22:40,"买, 辆车, 自驾, 上班",
0,我不会开车,2024-10-17 12:23:02,开车,
0,你会开车吗,2024-10-17 12:23:08,开车,
1,会，不喜欢开,2024-10-17 12:23:59,喜欢,
1,来这才感觉有车方便,2024-10-17 12:24:11,"有车, 方便",
0,你啥时候学的驾照啊,2024-10-17 12:28:59,"啥时候, 学, 驾照",
0,你知道国内的驾照在这里交一些文件认证一下然后在法国就可以开车了吗,2024-10-17 12:29:40,"国内, 驾照, 交, 文件, 认证, 法国, 开车",
0,太爽了,2024-10-17 12:29:51,太爽了,
1,本科的时候,2024-10-17 12:30:04,本科,
1,我驾照带来了，但没有车[捂脸],2024-10-17 12:30:37,"驾照, 带来, 车",[捂脸]
0,二手车3000就可以买到,2024-10-17 12:32:37,"二手车, 买",
0,加油,2024-10-17 12:32:39,加油,
0,你去过诺曼底吗,2024-10-17 12:33:54,"去过, 诺曼底",
1,没去过,2024-10-17 12:34:32,去过,
0,那边好像只能开车，下次多找几个旅友我们一起去玩，换着开车,2024-10-17 12:34:51,"开车, 找, 旅友, 一起, 玩, 换, 开车",
1,好好好,2024-10-17 12:35:21,好好,
0,你开车，小轩坐副驾导航，我坐在后座吃零食睡觉,2024-10-17 12:35:28,"开车, 小轩, 副, 驾, 导航, 坐在, 后座, 吃零食, 睡",
0,大家各司其职,2024-10-17 12:35:34,"大家, 各司其职",
1,我开车我自己都害怕[旺柴],2024-10-17 12:35:43,"开车, 害怕",[旺柴]
0,我相信你,2024-10-17 12:35:57,相信,
0,有的坐就不错了,2024-10-17 12:36:07,不错,
0,这个酱好膻啊,2024-10-17 13:02:35,"酱, 膻",
0,臭fromage,2024-10-17 13:02:41,"臭, fromage",
0,下次不要点,2024-10-17 13:02:52,不要,
1,经典干巴牛排,2024-10-17 13:23:45,"经典, 干巴, 牛排",
1,水煮菜你没加点调料吗,2024-10-17 13:24:22,"水, 煮菜, 加点, 调料",
0,我口轻，吃太咸下午得脱水,2024-10-17 13:50:35,"口轻, 吃, 咸, 脱水",
1,胡椒盐好吃,2024-10-17 13:51:44,"胡椒, 盐, 好吃",
0,你有收到这个吗,2024-10-17 13:55:36,收到,
0,我不知道这个是干嘛的 invite 我干嘛,2024-10-17 13:56:39,"干嘛, invite, 干嘛",
0,不会是汉尼拔的晚餐吧,2024-10-17 13:56:49,"汉尼拔, 晚餐",
1,可能是钓鱼,2024-10-17 13:57:11,钓鱼,
0,有可能，不理她了,2024-10-17 13:57:27,不理,
0,不儿,2024-10-17 14:24:30,不儿,
0,我号码对可是我真的不想回啊,2024-10-17 14:24:42,"号码, 真的, 不想, 回",
0,这个女士好可怕,2024-10-17 14:24:48,"女士, 可怕",
0,我不想去周日午餐可以吗,2024-10-17 14:25:05,"不想, 周日, 午餐",
0,到底是怎么知道我的电话的,2024-10-17 14:25:36,"到底, 电话",
1,这是什么玩意,2024-10-17 14:31:56,玩意,
0,不儿,2024-10-17 14:32:18,不儿,
1,是那个安排去法国人家吃饭的吗,2024-10-17 14:32:24,"安排, 法国, 吃",
1,你报名了？,2024-10-17 14:32:39,报名,
0,可是我没有报名活动吧,2024-10-17 14:32:40,"报名, 活动",
0,不儿,2024-10-17 14:32:48,不儿,
0,谁给我报的,2024-10-17 14:33:02,"谁给我, 报",
0,我如果婉拒她会不会骂我,2024-10-17 14:33:19,"婉拒, 骂",
0,她看起来很急,2024-10-17 14:34:28,"看起来, 急",
0,我更不敢说我已读不回了,2024-10-17 14:34:39,"不敢, 已读, 回",
0,啊啊啊啊啊啊,2024-10-17 14:41:28,"啊啊啊, 啊啊啊",
0,她短信轰炸我,2024-10-17 14:41:37,"短信, 轰炸",
0,又给我发邮件,2024-10-17 14:41:42,"给我发, 邮件",
1,回她短信就行,2024-10-17 14:43:09,"回, 短信, 就行",
1,也是吃上水煮肉片了,2024-10-17 14:59:59,"吃, 水, 煮, 肉片",
1,一边打电话一边做饭到3点,2024-10-17 15:02:03,"打电话, 做饭",
1,蓄谋已久想吃掉冰箱里的豆芽，就做这个,2024-10-17 15:02:40,"蓄谋已久, 吃掉, 冰箱, 豆芽",
0,和谁打电话呢,2024-10-17 15:02:41,打电话,
1,和家里,2024-10-17 15:02:49,家里,
0,早知道你这么会做饭,2024-10-17 15:02:51,"早, 做饭",
0,大不了我洗碗,2024-10-17 15:03:13,"大不了, 洗碗",
0,太幸福了吧[流泪],2024-10-17 15:03:40,幸福,[流泪]
1,我觉得你对厨艺很自信，我来一探究竟,2024-10-17 15:03:42,"厨艺, 自信, 我来, 一探, 究竟",
0,你不许吃👊不许吃👊👊[流泪],2024-10-17 15:04:12,"不许, 吃, 不许, 吃",[流泪]
0,隐藏款大厨,2024-10-17 15:04:49,"隐藏, 款, 大厨",
0,你不会今天一天都没课吧,2024-10-17 15:07:40,没课,
0,我早八上到晚5,2024-10-17 15:07:50,"早八上, 晚",
0,服了,2024-10-17 15:07:59,服,
1,上午有课,2024-10-17 15:09:24,有课,
1,下午b讲座翘掉,2024-10-17 15:09:36,"讲座, 翘, 掉",
0,不愧是你,2024-10-17 15:10:04,不愧,
0,你们学校明天有讲座,2024-10-17 17:14:29,"学校, 讲座",
1,明天上课，那个巨无聊的atelier artem,2024-10-17 17:16:02,"上课, 巨, 无聊, atelier, artem",
0,干嘛的,2024-10-17 17:16:26,干嘛,
0,实习培训？,2024-10-17 17:16:48,"实习, 培训",
1,就是几个学校一起做项目，和晓轩一起,2024-10-17 17:16:59,"学校, 一起, 项目, 和晓轩, 一起",
0,这么爽,2024-10-17 17:17:08,爽,
1,目前还是画大饼阶段,2024-10-17 17:17:11,"目前, 画, 大饼, 阶段",
0,我们学校被孤立,2024-10-17 17:17:24,"学校, 孤立",
1,有你们学校的人，不来上课,2024-10-17 17:17:39,"学校, 上课",
1,然后mines就我一个来上课,2024-10-17 17:17:52,"mines, 上课",
0,笑死,2024-10-17 17:18:02,笑死,
1,上星期晓轩要逃课，我说我也,2024-10-17 17:18:12,"上星期, 晓轩, 逃课",
1,但是那个项目的老师和我自己另一个项目是同一个老师,2024-10-17 17:18:30,"项目, 老师, 项目, 同一个, 老师",
1,她记住我了,2024-10-17 17:18:36,记住,
1,走在路上碰到我问我为什么下午没来上课,2024-10-17 17:18:57,"路上, 碰到, 上课",
0,这种被抓就老实了,2024-10-17 17:19:00,"抓, 老实",
0,哈哈哈哈哈哈,2024-10-17 17:19:03,"哈哈哈, 哈哈哈",
0,在干嘛,2024-10-17 21:03:27,干嘛,
1,发呆,2024-10-17 21:16:13,发呆,
0,周末要不要和我去海洋馆,2024-10-17 21:19:00,"周末, 不要, 海洋馆",
1,下周吧,2024-10-17 21:19:44,下周,
0,下周我要去考雅思,2024-10-17 21:20:19,"下周, 考, 雅思",
1,下周之后是假期,2024-10-17 21:20:45,"下周, 假期",
1,好吧感觉假期法国人会放假,2024-10-17 21:21:10,"假期, 法国人, 放假",
0,啊，那去不了了,2024-10-17 21:23:16,"那去, 不了",
1,下次一定,2024-10-17 21:34:51,一定,
1,半夜想吃寿喜烧的心情达到了顶峰,2024-10-17 22:11:33,"半夜, 吃, 寿喜, 烧, 心情, 达到, 顶峰",
0,起来自己做一个,2024-10-17 22:12:59,起来,
0,大厨🧑‍🍳,2024-10-17 22:13:03,大厨,
1,周末再做，材料还没齐,2024-10-17 22:13:41,"周末, 材料, 没齐",
0,我也想吃,2024-10-17 22:13:54,吃,
0,这个是那个海洋馆开放时间,2024-10-17 22:14:52,"海洋馆, 开放, 时间",
1,这海洋馆还挺卷的,2024-10-17 22:15:05,"海洋馆, 卷",
0,我25考试，27.28可能要去巴黎,2024-10-17 22:15:16,"考试, 巴黎",
0,你有时间再和我讲,2024-10-17 22:15:25,时间,
1,去你家做也行，不好吃不能怪我,2024-10-17 22:16:36,"你家, 好吃, 不能, 怪",
1,没试过,2024-10-17 22:16:42,没试,
0,包的呀,2024-10-17 22:16:48,包,
0,我来买材料,2024-10-17 22:16:57,"我来, 买, 材料",
0,都需要啥,2024-10-17 22:17:00,需要,
1,我在想魔芋结，我好像在某个法超看过忘记了，不过也无所谓我没有很喜欢吃,2024-10-17 22:17:29,"魔芋, 结, 法超, 看过, 忘记, 无所谓, 喜欢, 吃",
0,我给你打下手,2024-10-17 22:17:30,打下手,
1,剩下就是肉和清酒了,2024-10-17 22:17:40,"剩下, 肉, 清酒",
0,中超应该有吧,2024-10-17 22:17:43,中超,
0,周日做吗还是周六,2024-10-17 22:18:21,"周日, 周六",
1,周六吧,2024-10-17 22:18:40,周六,
0,得提前去买东西,2024-10-17 22:18:42,"提前, 买",
0,你周六还要干嘛吗,2024-10-17 22:20:41,"周六, 干嘛",
1,这周末啥都不干，就复习吃饭睡觉,2024-10-17 22:21:12,"周末, 干, 复习, 吃, 睡",
0,那周末一起去中超？,2024-10-17 22:21:50,"周末, 一起, 中超",
0,周六,2024-10-17 22:21:54,周六,
1,没事不用去中超，缺的食材法超能买,2024-10-17 22:23:13,"没事, 不用, 中超, 缺, 食材法, 超能, 买",
0,法超有清酒吗,2024-10-17 22:23:39,"法超, 清酒",
1,缺香菇，胡萝卜，大葱，清酒找个随便什么代替一下吧,2024-10-17 22:24:07,"缺, 香菇, 胡萝卜, 大葱, 清酒, 找个, 随便, 代替",
0,我有料酒,2024-10-17 22:24:17,料酒,
0,Tequila可以吗,2024-10-17 22:24:47,Tequila,
1,应该可以试试,2024-10-17 22:25:05,试试,
0,这个可以去那个大的match买,2024-10-17 22:25:46,"match, 买",
0,在action旁边,2024-10-17 22:26:01,"action, 旁边",
1,那家我感觉肉不太多,2024-10-17 22:26:21,"那家, 肉, 不太多",
1,你去的时候牛肉多吗,2024-10-17 22:26:32,牛肉,
0,还有内脏,2024-10-17 22:26:42,内脏,
0,咱俩说的是一家吗,2024-10-17 22:26:50,"咱俩, 一家",
1,是一家，我今天中午去然后没买到肉,2024-10-17 22:27:20,"一家, 没买, 肉",
1,有24.99/kg的牛肉,2024-10-17 22:27:39,"kg, 牛肉",
1,但是我家门口的match经常有14.99/kg的牛肉,2024-10-17 22:28:05,"家门口, match, 经常, kg, 牛肉",
0,就是action旁边，不是bnp旁边,2024-10-17 22:28:11,"action, 旁边, bnp, 旁边",
0,咱们吃午饭还是晚饭,2024-10-17 22:29:22,"吃, 午饭, 晚饭",
1,都行，看你,2024-10-17 22:29:53,都行,
0,那晚饭吧,2024-10-17 22:32:04,晚饭,
1,okok,2024-10-17 22:32:26,okok,
0,你还想吃啥,2024-10-17 22:32:41,吃,
0,你喜欢吃啥,2024-10-17 22:33:00,"喜欢, 吃",
1,没事，我们多吃点肉够吃了,2024-10-17 22:34:57,"没事, 多吃点, 肉, 够吃",
1,我喜欢吃一切,2024-10-17 22:35:13,"喜欢, 吃",
1,除了硬的,2024-10-17 22:35:20,硬,
0,好好好,2024-10-17 22:35:46,好好,
0,我吹头发去了,2024-10-17 22:36:12,吹头发,
0,你周六再和我说,2024-10-17 22:36:24,周六,
0,时间,2024-10-17 22:36:28,时间,
0,晚安捏,2024-10-17 22:36:37,"晚安, 捏",
0,一会儿去图书馆吗,2024-10-18 16:00:13,"一会儿, 图书馆",
1,今天不去了,2024-10-18 16:13:07,不去,
0,我好困啊,2024-10-18 16:16:12,好困,
0,不想上课,2024-10-18 16:16:19,"不想, 上课",
1,我也困,2024-10-18 16:16:38,困,
1,想回去,2024-10-18 16:16:41,回去,
0,根本听不懂,2024-10-18 16:17:02,"根本, 听不懂",
0,你啥课,2024-10-18 16:17:19,课,
1,asmr,2024-10-18 16:19:52,asmr,
1,做马杀鸡,2024-10-18 16:20:11,马杀鸡,
0,下课了下课了,2024-10-18 16:28:10,"下课, 下课",
1,我也下课了,2024-10-18 16:44:13,下课,
1,抽象水课,2024-10-18 16:45:01,"抽象, 水课",
0,哈哈哈哈,2024-10-18 16:48:15,哈哈哈哈,
0,晚上吃啥,2024-10-18 16:48:20,吃,
0,不要太羡慕,2024-10-18 19:57:36,"不要, 羡慕",
0,[调皮],2024-10-18 19:57:36,,[调皮]
1,羡慕啥,2024-10-18 20:01:46,羡慕,
0,照片还没发出去,2024-10-18 20:03:17,"照片, 发出",
0,还没发过去,2024-10-18 20:08:37,"没发, 过去",
0,Wait for it,2024-10-18 20:08:45,Wait,
1,吃这么好,2024-10-18 20:10:01,吃,
0,澍澍做的,2024-10-18 20:10:57,"澍, 澍",
0,可好吃了,2024-10-18 20:11:05,好吃,
1,看出来了,2024-10-18 20:12:59,出来,
1,好香,2024-10-18 20:13:07,好香,
0,这个焦糖芝士蛋糕超超超超超超超超级好吃,2024-10-18 20:37:44,"焦糖, 芝士, 蛋糕, 超超, 超超, 超超超, 超级, 好吃",
0,我要偷师学艺,2024-10-18 20:40:32,"偷, 师学艺",
0,我是华尔街之狼,2024-10-19 09:50:08,"华尔街, 狼",
1,看不懂,2024-10-19 09:53:05,看不懂,
0,信贷和投资回报率,2024-10-19 09:53:23,"信贷, 投资, 回报率",
0,没事我也刚懂,2024-10-19 09:53:30,"没事, 懂",
1,[捂脸][捂脸],2024-10-19 09:54:05,,"[捂脸], [捂脸]"
1,我晚上6点去你家？,2024-10-19 11:26:03,"点去, 你家",
0,六点半吧,2024-10-19 11:26:35,六点半,
0,我去买东西,2024-10-19 11:26:40,买,
0,你别买了,2024-10-19 11:26:43,"你别, 买",
0,或者一起去买，你看着点？,2024-10-19 11:27:18,"一起, 买, 看着",
1,没事，我门口就是match，我买了带过来得了,2024-10-19 11:27:36,"没事, 门口, match, 买, 带, 过来",
0,不能让你付钱，你都做饭了，多不好意思,2024-10-19 11:27:42,"不能, 付钱, 做饭, 不好意思",
0,你什么时候去，我去找你吧,2024-10-19 11:28:17,找,
1,你不是要打下手吗[旺柴]做个火锅又没含金量，切切菜就行了,2024-10-19 11:29:38,"打下手, 做个, 火锅, 含金量, 切切, 菜, 就行了",[旺柴]
0,5点match见,2024-10-19 11:39:14,"match, 见",
1,去哪家match,2024-10-19 11:39:31,"哪家, match",
0,你家门口,2024-10-19 11:39:56,家门口,
0,你发定位给我,2024-10-19 11:40:07,定位,
1,okok,2024-10-19 11:40:14,okok,
0,他最好是很有用,2024-10-19 11:40:32,"最好, 有用",
0,债券发行,2024-10-19 12:51:53,"债券, 发行",
1,ok我出门,2024-10-19 16:55:34,"ok, 出门",
0,你家是有多近,2024-10-19 16:55:52,"你家, 多近",
1,2分钟,2024-10-19 16:57:11,分钟,
0,有人要迟到了,2024-10-19 16:58:10,迟到,
0,拍一下,2024-10-19 17:00:58,拍,
