IsSender,StrContent,StrTime,keywords,emoji
1,我到家了,2024-10-19 22:49:12,家,
1,发卡忘给你了,2024-10-19 22:49:18,"发卡, 忘",
0,这么快,2024-10-19 22:50:09,快,
0,没事keep it,2024-10-19 22:50:19,"没事, keep",
0,挺好看的,2024-10-19 22:50:29,好看,
0,早点休息,2024-10-19 22:51:46,"早点, 休息",
0,晚安,2024-10-19 22:51:52,晚安,
1,晚安,2024-10-19 22:52:04,晚安,
1,你算命的舍友微信能推我下吗,2024-10-20 08:31:32,"算命, 舍友, 微信, 推",
0,Ok包的,2024-10-20 09:08:36,"Ok, 包",
0,给我拍我画的荷鲁斯之眼,2024-10-20 09:09:13,"拍, 画, 荷, 鲁斯之, 眼",
0,下次那个眼珠给你用蓝色我觉得会更好看,2024-10-20 09:13:40,"眼珠, 蓝色, 更好",
1,好好好,2024-10-20 09:14:24,好好,
0,我电脑重启了，然后写的雅思作文笔记和自己的作文全都消失了,2024-10-20 14:45:28,"电脑, 重启, 雅思, 作文, 笔记, 作文, 全都, 消失",
1,找不回来了吗,2024-10-20 14:46:28,"找, 回来",
0,素,2024-10-20 15:02:11,素,
0,没关系，还好我有手写一份模版在本子上,2024-10-20 15:02:47,"没关系, 还好, 手写, 一份, 模版, 本子",
0,传统学习方式大胜利,2024-10-20 15:03:07,"传统, 学习, 方式, 胜利",
1,那就好,2024-10-20 15:08:29,那就好,
0,你一般在crous 自习室学吗,2024-10-20 15:08:52,"crous, 自习室, 学",
1,在家学,2024-10-20 15:09:08,"在家, 学",
0,为啥不去自习室，条件多好,2024-10-20 15:09:33,"为啥, 不去, 自习室, 条件, 多好",
1,一想到只是把东西搬到楼下再搬回来就不想动了,2024-10-20 15:10:09,"想到, 搬, 楼下, 搬回来, 不想, 动",
0,哈哈哈哈,2024-10-20 15:10:19,哈哈哈哈,
0,不就拿个电脑吗,2024-10-20 15:10:30,电脑,
0,顶多拿个充电器,2024-10-20 15:10:37,"顶多, 拿个, 充电器",
1,还要穿衣服,2024-10-20 15:11:25,穿衣服,
0,你可以不穿,2024-10-20 15:12:23,穿,
0,你孤立他们所有人,2024-10-20 15:12:32,"孤立, 所有人",
0,只要你不尴尬，尴尬的就是他们,2024-10-20 15:13:34,"尴尬, 尴尬",
1,我会尴尬,2024-10-20 15:13:51,"我会, 尴尬",
0,连云港有很多海吗,2024-10-20 19:11:25,"连云港, 海",
0,我记得江苏不是内地吗,2024-10-20 19:11:40,"记得, 江苏, 内地",
1,[捂脸],2024-10-20 19:38:48,,[捂脸]
1,你看看地图,2024-10-20 19:38:52,"看看, 地图",
1,江苏3个城市沿海,2024-10-20 19:39:16,"江苏, 城市, 沿海",
0,我也想去海边玩,2024-10-20 21:37:28,"海边, 玩",
0,你们平常是不是可以赶海,2024-10-20 21:37:47,"平常, 是不是, 赶海",
0,捡贝壳，捡石头，晒日光浴,2024-10-20 21:38:05,"捡, 贝壳, 捡, 石头, 晒, 日光浴",
0,这边我只去过巴塞罗那的海,2024-10-20 21:38:17,"去过, 巴塞罗那, 海",
0,法国不知道哪里有,2024-10-20 21:38:25,法国,
1,江苏沿海没什么好玩的主要是淤泥和基岩海岸,2024-10-20 21:43:35,"江苏, 沿海, 没什么, 好玩, 淤泥, 基岩, 海岸",
1,吃海鲜可以,2024-10-20 21:43:43,吃海鲜,
0,哈哈哈哈,2024-10-20 21:43:51,哈哈哈哈,
0,有海鸥吗,2024-10-20 21:44:06,海鸥,
0,寄居蟹？,2024-10-20 21:44:49,寄居蟹,
0,第一次见哎,2024-10-20 21:44:54,"第一次, 见",
1,捡一盆，养不活，海水还会臭掉[捂脸],2024-10-20 21:45:45,"捡, 一盆, 养不活, 海水, 还会, 臭, 掉",[捂脸]
0,你敢用手拿也挺厉害的,2024-10-20 21:46:00,"敢, 手, 厉害",
0,这东西掉我手上我能从江苏甩到日本,2024-10-20 21:46:26,"掉, 手上, 我能, 江苏, 甩, 日本",
1,不知道什么螺，捡到螃蟹放进去，螃蟹被一群螺生啃[旺柴],2024-10-20 21:46:58,"螺, 捡, 螃蟹, 放进去, 螃蟹, 一群, 螺生, 啃",[旺柴]
0,我也想赶海[流泪][流泪]每次刷到那种赶海视频都巨羡慕,2024-10-20 21:47:27,"赶海, 每次, 刷到, 赶海, 视频, 巨, 羡慕","[流泪], [流泪]"
0,太地狱了,2024-10-20 21:48:06,地狱,
1,人多资源少，挖不到什么好的,2024-10-20 21:48:26,"人多, 资源, 挖, 不到",
1,还是欧洲好,2024-10-20 21:48:32,欧洲,
0,巴塞的海鸥超级大,2024-10-20 21:48:50,"巴塞, 海鸥, 超级",
0,而且超级凶,2024-10-20 21:48:59,"超级, 凶",
1,请它吃crous薯条,2024-10-20 21:49:12,"请, 吃, crous, 薯条",
0,它会抢,2024-10-20 21:49:34,"它会, 抢",
0,海鸥喜欢吃芝士片,2024-10-20 21:50:28,"海鸥, 喜欢, 吃, 芝士, 片",
1,鸟不怕人，和国内太不一样了,2024-10-20 21:50:32,"鸟, 国内",
1,回国变成海鸥汤,2024-10-20 21:50:50,"回国, 变成, 海鸥, 汤",
0,感觉应该是海鸥可食用部分不多,2024-10-20 21:51:35,"海鸥, 可食用",
0,或者不好吃,2024-10-20 21:51:39,好吃,
0,不然国人早引进了,2024-10-20 21:51:49,"国人, 早, 引进",
1,为什么在这边能繁衍这么多,2024-10-20 21:52:23,繁衍,
1,满大街走地鸽子，车来了也不躲,2024-10-20 21:52:41,"满大街, 走地, 鸽子, 车来, 躲",
0,法国不知道,2024-10-20 21:52:51,法国,
1,然后在地上看到鸽子饼,2024-10-20 21:52:56,"地上, 鸽子, 饼",
0,英国应该是鸽子都隶属于英国女王,2024-10-20 21:53:04,"英国, 鸽子, 隶属于, 英国女王",
0,属于皇室财产,2024-10-20 21:53:09,"属于, 皇室, 财产",
0,没人感动,2024-10-20 21:53:15,感动,
1,鸽子女王的天鹅也女王的[捂脸],2024-10-20 21:53:35,"鸽子, 女王, 天鹅, 女王",[捂脸]
0,好好好,2024-10-20 21:53:50,好好,
1,现在是国王的了,2024-10-20 21:53:52,国王,
0,好想去海边,2024-10-20 21:54:15,海边,
1,天太冷了,2024-10-20 21:54:35,"天, 太冷",
0,我去年去的时候是2月应该,2024-10-20 21:54:53,去年,
1,好梦幻,2024-10-20 21:54:56,梦幻,
0,20多度,2024-10-20 21:55:01,多度,
0,调色调的,2024-10-20 21:55:14,"调, 色调",
1,还挺热的,2024-10-20 21:55:18,热,
0,但是马德里很冷,2024-10-20 21:55:29,"马德里, 冷",
0,冷爆,2024-10-20 21:55:36,冷爆,
1,确实这个海颜色很深,2024-10-20 21:55:39,"确实, 海, 颜色, 很深",
0,今年我想去南法的海看看,2024-10-20 21:56:12,"南法, 海, 看看",
0,听说马赛有,2024-10-20 21:56:20,"听说, 马赛",
0,海,2024-10-20 21:57:15,海,
0,去年我找实习,2024-10-20 21:57:22,"去年, 找, 实习",
1,废话[捂脸],2024-10-20 21:57:28,废话,[捂脸]
0,差点找到antibe,2024-10-20 21:57:31,"差点, 找到, antibe",
0,最后还是决定回国了,2024-10-20 21:57:42,"最后, 决定, 回国",
0,只是一个平平无奇的想家的小女孩,2024-10-20 21:57:56,"平平, 无奇, 想家, 小女孩",
1,回国实习吗,2024-10-20 21:57:57,"回国, 实习",
0,说是实习,2024-10-20 21:58:03,实习,
0,其实在家里躺了4个月,2024-10-20 21:58:13,"其实, 家里, 躺",
0,[调皮],2024-10-20 21:58:18,,[调皮]
1,爽死了,2024-10-20 21:58:20,爽死,
0,素,2024-10-20 21:58:23,素,
0,而且没人管我主要是,2024-10-20 21:58:32,没人管,
0,我妈上班,2024-10-20 21:58:36,"我妈, 上班",
1,你家在哪,2024-10-20 21:58:40,你家,
0,范小颖上学,2024-10-20 21:58:47,"范小颖, 上学",
0,家里就我和猫,2024-10-20 21:58:53,"家里, 猫",
1,更爽了,2024-10-20 21:59:04,更爽,
0,在西安长安区韦曲街道206家属院1703,2024-10-20 21:59:11,"西安, 长安区, 韦曲, 街道, 家属院",
1,我去，给这么详细的地址,2024-10-20 21:59:32,"详细, 地址",
1,[捂脸]注意安全吧,2024-10-20 21:59:48,注意安全,[捂脸]
0,相信你,2024-10-20 22:00:07,相信,
1,我家在长江边上,2024-10-20 22:00:40,"我家, 长江, 边上",
1,但我不爱出门,2024-10-20 22:00:45,"爱, 出门",
0,我都没去过长江,2024-10-20 22:00:52,"去过, 长江",
1,我妈和我弟会去江边散步,2024-10-20 22:00:56,"我妈, 弟会, 江边, 散步",
1,然后坐船到对岸,2024-10-20 22:01:03,"坐船到, 对岸",
0,我在国内没有去过海边,2024-10-20 22:01:04,"国内, 去过, 海边",
1,只要扫公交码就行,2024-10-20 22:01:18,"扫, 公交, 码就行",
0,好好玩的感觉,2024-10-20 22:01:20,好玩,
1,电瓶车也可以上船,2024-10-20 22:01:27,"电瓶车, 上船",
1,所以有时候点外卖点对岸的，能看到外卖在江上飘着,2024-10-20 22:01:48,"有时候, 点外, 卖点, 对岸, 外卖, 江上, 飘",
0,那岂不是在船上可以钓外卖吃,2024-10-20 22:02:53,"岂, 船上, 钓, 外卖, 吃",
0,我勒个长江外送,2024-10-20 22:03:06,"我勒个, 长江, 外送",
0,你晕船吗,2024-10-20 22:03:15,晕船,
1,不晕船,2024-10-20 22:03:27,晕船,
1,坐船去对岸很快的，15分钟,2024-10-20 22:03:42,"坐船去, 对岸, 很快, 分钟",
0,我也想玩,2024-10-20 22:03:57,玩,
0,在这里只能坐塞纳游船过过瘾了,2024-10-20 22:04:27,"塞纳, 游船, 过过瘾",
1,还是游船好玩,2024-10-20 22:04:44,"游船, 好玩",
1,这个就是比较生活化,2024-10-20 22:04:51,"比较, 生活化",
1,江上公交车,2024-10-20 22:05:04,"江, 公交车",
1,如果要上露天的那一层要额外交15块钱,2024-10-20 22:05:23,"露天, 一层, 要额, 外交, 块钱",
1,一层停电动车,2024-10-20 22:05:34,"一层, 停, 电动车",
0,什么叫江上公交车,2024-10-20 22:05:37,"叫江上, 公交车",
1,二层坐人,2024-10-20 22:05:42,"二层, 坐人",
0,就是游轮🚢呗,2024-10-20 22:05:46,游轮,
0,好松弛,2024-10-20 22:06:44,松弛,
0,松弛感江苏人,2024-10-20 22:06:50,"松弛, 感, 江苏",
0,你准备什么时候回国吗,2024-10-20 22:07:45,"准备, 回国",
1,没准备,2024-10-20 22:08:02,准备,
1,被退学了回国[捂脸],2024-10-20 22:08:11,"退学, 回国",[捂脸]
0,相信自己,2024-10-20 22:08:44,相信,
1,也是打过卡了,2024-10-20 22:12:22,"打过, 卡",
0,没去过西安差评,2024-10-20 22:12:47,"去过, 西安, 差评",
0,其实宁夏，中卫那边有沙漠🏜️，也很好看，感觉渭南没啥玩的,2024-10-20 22:13:32,"其实, 宁夏, 中卫, 沙漠, 好看, 渭南, 玩",
1,去了，但是人太多了体验不好,2024-10-20 22:13:40,"人太多, 体验, 不好",
1,这是最搞笑的一个,2024-10-20 22:13:57,搞笑,
1,太空上的兵马俑,2024-10-20 22:14:07,"太空, 兵马俑",
0,笑死,2024-10-20 22:14:12,笑死,
0,我们西安也是走向宇宙了,2024-10-20 22:14:20,"西安, 走向, 宇宙",
0,我小时候西安就是三线小城市,2024-10-20 22:15:23,"小时候, 西安, 三线, 城市",
0,没什么人,2024-10-20 22:15:30,没什么,
0,灞桥那边人比较少，好多人在那钓鱼,2024-10-20 22:15:50,"灞桥, 比较, 钓鱼",
1,天天刷视频看人点毛细二细,2024-10-20 22:16:17,"刷, 视频, 看人点, 毛细, 二细",
0,不好吃你也得说好吃,2024-10-20 22:16:44,"好吃, 好吃",
1,那肯定啊,2024-10-20 22:17:01,肯定,
0,沙漠腹地没什么人，还可以开那个越野车,2024-10-20 22:17:33,"沙漠, 腹地, 没什么, 越野车",
0,爽,2024-10-20 22:17:36,爽,
1,没去过西边也没去过沙漠,2024-10-20 22:17:45,"去过, 西边, 去过, 沙漠",
0,下次回国去,2024-10-20 22:18:18,回国,
1,听说这个沙子可以吸湿气[捂脸],2024-10-20 22:18:30,"听说, 沙子, 吸湿, 气",[捂脸]
0,但是我感觉你挺暖和的应该不太需要,2024-10-20 22:19:31,"暖和, 不太, 需要",
0,我体寒,2024-10-20 22:19:50,"我体, 寒",
0,而且我的房间只有一个暖气片，每次一到冬天就是冰窖,2024-10-20 22:20:30,"房间, 暖气片, 每次, 一到, 冬天, 冰窖",
1,不清楚，但我在国内离不开空调,2024-10-20 22:20:43,"清楚, 国内, 离不开, 空调",
0,你们crous 不开暖气吗,2024-10-20 22:21:17,"crous, 暖气",
0,感觉法国政府应该挺舍得给的,2024-10-20 22:21:32,"法国政府, 舍得",
0,你看看那个开关是不是没有调好,2024-10-20 22:21:46,"看看, 开关, 是不是, 调",
1,这暖气打开了没反应，我在网上看好像11月才供暖,2024-10-20 22:21:47,"暖气, 反应, 网上, 供暖",
0,那也快了,2024-10-20 22:22:03,快,
0,建议买个电热毯,2024-10-20 22:22:17,"建议, 买个, 电热毯",
1,我带了电热毯,2024-10-20 22:22:33,"带, 电热毯",
0,好好好,2024-10-20 22:22:44,好好,
0,这个周五考试,2024-10-20 22:23:12,"周五, 考试",
0,完全不想复习怎么办,2024-10-20 22:23:22,"完全, 不想, 复习",
1,加油吧,2024-10-20 22:23:33,加油,
0,想开摆,2024-10-20 22:23:36,"想开, 摆",
1,死到临头就后悔了，像我一样,2024-10-20 22:23:48,"死到, 临头, 后悔",
0,哈哈哈哈哈你咋了,2024-10-20 22:23:55,哈哈哈,
1,我习惯这样,2024-10-20 22:24:16,习惯,
0,你是ddl 战神,2024-10-20 22:24:33,"ddl, 战神",
0,Ddl 前后悔，哪次没赶上过,2024-10-20 22:24:51,"Ddl, 后悔, 哪次, 赶上",
0,不都交了,2024-10-20 22:24:57,交,
1,不一定,2024-10-20 22:25:14,一定,
1,从小到大感觉没完成过假期作业,2024-10-20 22:25:51,"从小到大, 完成, 假期作业",
0,谁写假期作业啊,2024-10-20 22:26:04,假期作业,
0,老师又不看,2024-10-20 22:26:10,老师,
0,我妈会看,2024-10-20 22:26:22,我妈会,
1,对，没人看，所以我就撕的薄薄的,2024-10-20 22:26:45,"没人, 撕, 薄薄的",
0,没给人发现了,2024-10-20 22:26:59,发现,
1,你妈好严格,2024-10-20 22:27:11,"妈, 严格",
0,小时候严格,2024-10-20 22:28:13,"小时候, 严格",
0,长大了放养,2024-10-20 22:28:19,"长大, 放养",
0,也不是说放养，她知道她管不了我了,2024-10-20 22:28:34,"放养, 管不了",
0,我会和她讲道理,2024-10-20 22:28:46,"我会, 讲道理",
1,翅膀硬了,2024-10-20 22:29:26,"翅膀, 硬",
0,她会说 还好我把你送出去，我的见识阅历有限什么的,2024-10-20 22:30:16,"还好, 送出去, 见识, 阅历, 有限",
0,你们家也很开明啊,2024-10-20 22:30:47,"家, 开明",
0,主动希望你留在这边,2024-10-20 22:31:00,"主动, 希望, 留在",
1,教育上是开明的,2024-10-20 22:31:06,"教育, 开明",
1,是我太贪心,2024-10-20 22:33:26,"是我太, 贪心",
0,任何关系的建立都是在沟通基础上的，如果你一直在这边，其实内耗也会轻一点,2024-10-20 22:33:38,"关系, 建立, 沟通, 基础, 其实, 内耗, 轻",
0,不贪心啊，有希望总是好的嘛，谁不希望呢,2024-10-20 22:34:23,"贪心, 希望, 总是, 希望",
0,因为每个人都是独立的个体，只有自己开心才是自己的课题，其他的都是因为想要干涉别人的课题所产生的烦恼，可是因为爱就会想要干涉，就是代偿焦虑,2024-10-20 22:36:19,"每个, 独立, 个体, 开心, 课题, 是因为, 想要, 干涉, 别人, 课题, 产生, 烦恼, 爱, 想要, 干涉, 代偿, 焦虑",
0,昨天我妈给我打电话给我骂了一顿,2024-10-20 22:36:36,"我妈, 打电话, 骂, 一顿",
0,就是因为她承担了属于我的焦虑,2024-10-20 22:36:49,"承担, 属于, 焦虑",
0,所以你不要太担心啦,2024-10-20 22:39:52,"不要, 担心",
1,然后我就在心里估计哪些东西说了会被唠叨,2024-10-20 22:39:54,"心里, 估计, 唠叨",
0,我希望你开心,2024-10-20 22:39:58,"希望, 开心",
0,没关系你可以选择,2024-10-20 22:40:10,"没关系, 选择",
0,如果你觉得说出来对你内耗更大可以不说，如果你觉得可以沟通，愿意沟通就说出来,2024-10-20 22:41:01,"出来, 内耗, 更大, 不说, 沟通, 愿意, 沟通, 出来",
0,没什么很重要，自己最重要,2024-10-20 22:41:23,"没什么, 重要, 重要",
1,看不到希望才不想沟通了，代沟么，他们转不过弯来,2024-10-20 22:41:44,"看不到, 希望, 不想, 沟通, 代沟, 转, 弯来",
0,那也没必要,2024-10-20 22:42:08,必要,
0,你以后也不和他们生活,2024-10-20 22:42:15,生活,
0,也不住在一起,2024-10-20 22:42:24,住在一起,
0,你会有自己的家庭,2024-10-20 22:42:29,家庭,
1,万一追过来了[捂脸],2024-10-20 22:42:41,追过来,[捂脸]
0,不会，你还是会每年回国看看他们的啊,2024-10-20 22:43:03,"每年, 回国, 看看",
1,还好有海关,2024-10-20 22:43:08,"还好, 海关",
0,别和我说你不想家,2024-10-20 22:43:09,"不想, 家",
0,一年抽两个周回去看看，他们宝贝的跟什么一样,2024-10-20 22:43:44,"一年, 抽, 周, 回去, 看看, 宝贝",
0,既不会影响自己的生活节奏，还能和家人维持一个比较好的关系,2024-10-20 22:44:11,"影响, 生活节奏, 家人, 维持, 比较, 关系",
0,洗澡去了,2024-10-20 22:45:24,洗澡,
0,晚安捏,2024-10-20 22:45:27,"晚安, 捏",
1,晚安,2024-10-20 22:45:34,晚安,
0,今天有课吗,2024-10-21 12:12:17,有课,
1,有课,2024-10-21 12:21:20,有课,
1,下午1点上课中午还是回来了,2024-10-21 12:21:34,"上课, 回来",
1,换个手机卡，用上5g了,2024-10-21 12:21:51,"换个, 手机卡, 5g",
0,你家那么远,2024-10-21 12:21:51,"你家, 远",
0,今天怎么不吃crous 了,2024-10-21 12:22:00,"不吃, crous",
0,好好好,2024-10-21 12:22:03,好好,
1,带回来吃了,2024-10-21 12:22:17,"带, 回来, 吃",
0,5g会让你回我信息快点吗,2024-10-21 12:22:23,"5g, 回, 信息, 快点",
0,好好好,2024-10-21 12:22:35,好好,
0,看着就很白人饭,2024-10-21 12:22:42,"看着, 白人, 饭",
1,蔬菜丁比乱七八遭的米饭好,2024-10-21 12:23:17,"蔬菜, 丁比乱, 七八, 遭, 米饭",
0,我吃tacos,2024-10-21 12:23:20,"吃, tacos",
0,支持,2024-10-21 12:23:22,支持,
1,又吃,2024-10-21 12:23:24,吃,
0,今天很不想做饭,2024-10-21 12:23:30,"不想, 做饭",
0,好累,2024-10-21 12:23:32,累,
0,虽然今天没课,2024-10-21 12:23:44,没课,
1,确实累,2024-10-21 12:24:16,"确实, 累",
1,没课就休息吧,2024-10-21 12:24:21,"没课, 休息",
0,Bon appétit !,2024-10-21 12:24:37,"Bon, app, tit",
1,Bon appétit,2024-10-21 12:24:53,"Bon, app, tit",
1,浪漫法国人,2024-10-21 15:03:42,"浪漫, 法国人",
1,讲了一节课amours,2024-10-21 15:03:51,"一节课, amours",
1,回去作业是写情书,2024-10-21 15:03:59,"回去, 作业, 情书",
0,大写特写,2024-10-21 15:09:22,"大写, 特写",
0,大文豪,2024-10-21 15:10:15,文豪,
0,电脑吗,2024-10-21 15:16:28,电脑,
0,你不是学计算机吗,2024-10-21 15:16:36,"学, 计算机",
1,法语课,2024-10-21 15:16:58,"法语, 课",
1,语言作业,2024-10-21 15:17:04,"语言, 作业",
0,他让你们手写还是纸写啊,2024-10-21 15:17:11,"手写, 纸写",
0,好好好,2024-10-21 15:17:14,好好,
1,随便应该,2024-10-21 15:17:31,随便,
0,浪漫法国人,2024-10-21 15:17:52,"浪漫, 法国人",
0,给他们见识一下中国人的浪漫,2024-10-21 15:18:07,"见识一下, 中国, 浪漫",
0,写个文言文,2024-10-21 15:18:11,"写个, 文言文",
0,翻成法文,2024-10-21 15:18:25,"翻, 法文",
1,你写法语文言文去,2024-10-21 15:18:34,"法语, 文言文",
1,上课的时候比谁浪漫的，贼搞笑,2024-10-21 15:19:03,"上课, 浪漫, 贼, 搞笑",
0,我只会描述理想场景,2024-10-21 15:19:05,"只会, 描述, 理想, 场景",
0,应该也算浪漫,2024-10-21 15:19:12,浪漫,
0,而且很实际也,2024-10-21 15:19:25,实际,
1,就是学各种表达，挺有意思的,2024-10-21 15:20:44,"学, 表达, 有意思",
1,然后找人说浪漫的场景，什么飞机拉横幅那种离谱的,2024-10-21 15:21:04,"找人, 浪漫, 场景, 飞机, 拉, 横幅, 离谱",
0,哦哦哈哈哈哈,2024-10-21 15:21:15,哈哈哈哈,
1,你说的那个利用率低的朝鲜蓟也有个表达,2024-10-21 15:21:34,"利用率, 低, 朝鲜, 蓟, 表达",
1,un cœur d'artichaut,2024-10-21 15:22:00,"un, ur, artichaut",
0,那你憋半天,2024-10-21 15:22:00,"憋, 半天",
0,我以为你没看见呢,2024-10-21 15:22:06,看见,
0,好好好,2024-10-21 15:22:12,好好,
0,哈哈哈哈哈,2024-10-21 15:22:14,哈哈哈,
1,看见了,2024-10-21 15:22:14,看见,
0,Coup de foudre ,2024-10-21 15:22:33,"Coup, de, foudre",
0,一见钟情,2024-10-21 15:22:37,一见钟情,
1,太多了，学不过来法国人,2024-10-21 15:23:41,"太多, 学不, 过来, 法国人",
0,好好好,2024-10-21 15:24:43,好好,
1,就是un cœur froid ，比如你喜欢一个人，但是他朝三暮四然后你就可以说这个,2024-10-21 15:26:12,"un, ur, froid, 喜欢, 朝三暮四",
0,好好好,2024-10-21 15:27:00,好好,
0,冰冷心事,2024-10-21 15:27:08,"冰冷, 心事",
0,我手机要没电了，回去聊,2024-10-21 15:27:48,"手机, 没电, 回去, 聊",
1,没事你忙吧,2024-10-21 15:28:21,"没事, 忙",
0,终于充上电了,2024-10-21 18:05:08,"终于, 充上, 电",
0,刚去Zara买了两件新衣服,2024-10-21 18:05:24,"刚去, Zara, 买, 两件, 衣服",
0,结果没带充电宝，手机关机,2024-10-21 18:05:38,"没带, 充电, 宝, 手机, 关机",
0,下课了下课了,2024-10-23 17:25:23,"下课, 下课",
1,在图书馆,2024-10-23 17:25:54,图书馆,
1,art这里,2024-10-23 17:25:57,art,
1,2楼,2024-10-23 17:26:02,楼,
0,我到家啦,2024-10-23 22:43:19,家,
0,谢谢你愿意和我讲这么多,2024-10-23 22:43:41,"谢谢, 愿意",
0,我很开心,2024-10-23 22:43:46,开心,
1,我也到家了,2024-10-23 22:46:42,家,
1,我也很开心,2024-10-23 22:46:51,开心,
1,明天好好考试,2024-10-23 22:46:55,"好好, 考试",
0,你早点休息,2024-10-23 22:47:58,"早点, 休息",
1,晚安,2024-10-23 22:48:32,晚安,
0,晚安,2024-10-23 22:48:37,晚安,
0,早,2024-10-24 06:04:44,早,
1,早,2024-10-24 06:56:42,早,
1,我也醒了,2024-10-24 06:56:45,醒,
0,今天又没课,2024-10-24 07:00:38,没课,
0,起这么早,2024-10-24 07:00:42,早,
0,再睡会,2024-10-24 07:00:47,睡会,
1,昨晚睡的早,2024-10-24 07:00:56,"昨晚, 睡, 早",
1,然后早上想到你,2024-10-24 07:01:27,想到,
1,很高兴,2024-10-24 07:01:31,高兴,
1,就清醒了,2024-10-24 07:01:37,清醒,
0,那我要当你早上第一个想到的和晚上睡前最后一个想到的,2024-10-24 07:02:49,"第一个, 想到, 睡前, 最后, 想到",
1,包的,2024-10-24 07:03:25,包,
0,外面起雾降温了,2024-10-24 09:40:45,"起雾, 降温",
0,你下午出来多穿点,2024-10-24 09:40:51,"出来, 穿点",
0,雾超级大,2024-10-24 09:41:19,"雾, 超级",
1,你多穿了吗,2024-10-24 09:41:48,穿,
0,包的,2024-10-24 09:43:44,包,
0,今天穿毛衣,2024-10-24 09:43:48,"穿, 毛衣",
1,穿毛衣你下午会热的[旺柴],2024-10-24 09:44:35,"穿, 毛衣, 热",[旺柴]
0,脱了裸奔,2024-10-24 09:45:08,"脱, 裸奔",
1,"我拍了拍 ""范艺佳"" 然后被我反杀",2024-10-24 09:45:28,"拍了拍, 范艺佳, 反杀",
1,别裸奔,2024-10-24 09:45:31,裸奔,
1,那还是穿上吧,2024-10-24 09:45:37,穿,
0,我攻击性比较强,2024-10-24 09:45:40,"攻击性, 比较, 强",
0,哈哈哈哈哈哈哈,2024-10-24 09:45:42,"哈哈哈哈, 哈哈哈",
0,"""范艺佳"" 拍了拍我",2024-10-24 09:45:48,"范艺佳, 拍了拍",
0,又来吃💩了,2024-10-24 11:42:36,吃,
1,土豆没削皮,2024-10-24 11:48:33,"土豆, 削皮",
1,我还没做饭,2024-10-24 11:48:48,做饭,
0,准备吃啥,2024-10-24 11:49:21,"准备, 吃",
0,下午几点上课,2024-10-24 11:49:25,上课,
1,买个肉随便煮点,2024-10-24 11:50:41,"买个, 肉, 随便, 煮",
1,今天没课,2024-10-24 11:50:45,没课,
0,刚上了一节刑法课,2024-10-24 11:51:21,"刚上, 一节, 刑法, 课",
0,商业犯罪,2024-10-24 11:51:28,"商业, 犯罪",
0,听懂2%,2024-10-24 11:51:36,"听懂, 2%",
